Source,URL,Mise à jour,Catégorie,Question,Réponse,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,Qu’est-ce que le coronavirus COVID-19 ?,"Les coronavirus sont une famille de virus, qui provoquent des maladies allant d’un simple rhume (certains virus saisonniers sont des coronavirus) à des pathologies plus sévères comme le MERS-CoV ou le SRAS. 
Le virus identifié en janvier 2020 en Chine est un nouveau coronavirus, nommé SARS-CoV-2. La maladie provoquée par ce coronavirus a été nommée COVID-19 par l’Organisation mondiale de la Santé - OMS. Depuis le 11 mars 2020, l’OMS qualifie la situation mondiale du COVID-19 de pandémie ; c’est-à-dire que l’épidémie est désormais mondiale.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,D’où vient le coronavirus COVID-19 ? ,Les premières personnes à avoir contracté le virus s’étaient rendues au marché de Wuhan dans la Province de Hubei en Chine. La maladie semblerait donc venir d’un animal (zoonose) mais l’origine n’a pas été confirmée.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,Quel est la dangerosité du coronavirus ?,"Le coronavirus est dangereux pour trois raisons :
-	Il est tres contagieux : chaque personne infectée va contaminer au moins 3 personnes en l'absence de mesures de protection.
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Est-il indispensable d'imprimer l'attestation ou peut-on la remplir sur mobile/ordinateur et la présenter directement depuis son smartphone ?," Il existe deux documents différents permettant de se déplacer : 
- l’attestation de déplacement dérogatoire, qui est un document papier signé par la personne qui en fait usage. Elle ne peut donc pas être présentée depuis un smartphone. Nous étudions la possibilité de mettre en place un dispositif digital et mobile;
- le justificatif de déplacement professionnel est un document papier renseigné et signé par l’employeur. Cette attestation doit être utilisée lors des déplacements domicile-travail et lors des déplacements professionnels, et doit être présentée aux forces de l’ordre sur demande. La présentation de ce justificatif lors des contrôles suffit, il n’est pas nécessaire de présenter en outre une attestation de déplacement obligatoire. Pour les travailleurs non-salariés, il convient de remplir à chaque déplacement une attestation de déplacement dérogatoire en cochant la première case.
Par ailleurs, la carte professionnelle des professionnels de santé (médecins, soignants, pharmaciens), des forces de sécurité et de secours (policiers, gendarmes et pompiers), des élus, des magistrats etc. et des journalistes, peut être utilisée pour se rendre sur son lieu de travail. Elle ne constitue pas pour autant un « passe-droit » permettant de s’exonérer des règles applicables aux déplacements personnels, et de la présentation pour ceux-ci de l’attestation de déplacement dérogatoire.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Peut-on utiliser l’ancien modèle d’attestation de déplacement dérogatoire ? ,On peut utiliser pendant quelque temps l’ancien modèle d’attestation de déplacement dérogatoire en y ajoutant impérativement l’heure de sortie à la main.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Le Gouvernement peut-il mettre une application officielle pour les attestations de sortie ? Je n’ai pas d’imprimante et je suis bientôt à court de papier libre.,"Non. S'agissant de l'attestation de déplacement dérogatoire, seules les attestations officielles imprimées et les attestations rédigées sur papier libre sont reconnues valables. Quant au justificatif de déplacement professionnel, seul le document officiel imprimé est reconnu valable.
Les formats numériques sont refusés, par souci de protection des données personnelles et pour dissuader les tentatives de fraude.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Je n'ai pas d’imprimante chez moi, comment faire ?,L’attestation de déplacement dérogatoire peut être ou choix imprimée ou rédigée sur papier libre selon le modèle téléchargeable en ligne. En revanche, l’attestation employeur doit être visée par l’employeur. ,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Dois-je recopier l’entièreté de l’attestation ou puis-je simplement inscrire le motif de ma sortie sur papier libre ?,"Il est nécessaire de recopier : 
- la partie correspondant à son identité 
- la mention « certifie que mon déplacement est lié au motif suivant autorisé par l’article 3 du décret du 23 mars 2020 prescrivant les mesures générales nécessaires pour faire face à l’épidémie de Covid-19 dans le cadre de l’état d’urgence sanitaire » 
- la ligne correspondant au motif
-  le lieu, la date, l’heure et la signature.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,C’est à imprimer tous les jours ou juste une fois ? ,"Pour chaque déplacement, une attestation de déplacement dérogatoire doit être renseignée et signée le jour même du déplacement : cette attestation n’est donc valable qu’une fois et doit être renouvelée au besoin.
L’attestation de l’employeur, elle, a une validité permanente.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Doit-on préciser l’heure de sortie sur l’attestation ? ,L’heure de sortie doit être impérativement portée sur l’attestation de déplacement dérogatoire.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Peut-on écrire au crayon à papier et gommer ?,L’attestation de déplacement dérogatoire est à usage unique. Elle doit donc être renseignée à l’aide d’un stylo à encre indélébile et doit être renouvelée pour chaque déplacement.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Quand c'est la même activité réalisée plusieurs fois, elle doit être automatiquement indiquée à la date du jour sur le formulaire ?,Il convient de limiter le plus possible les déplacements. Ainsi il sera nécessaire de réaliser une déclaration signée à la date du jour pour chaque déplacement personnel.,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Peut-on cocher plusieurs cases et grouper ses sorties ?,Vous êtes incités à limiter vos sorties aux cas limitatifs énumérés. Il est donc conseillé de grouper vos sorties et il est donc possible d’indiquer plusieurs motifs.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,L’attestation implique qu’on doive toujours sortir avec une pièce d’identité ? ,Il est obligatoire de disposer de sa pièce d’identité pendant les déplacements afin que les contrôles puissent être réalisés par les forces de l’ordre.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Puis-je rendre visite à un proche qui sort de l’hôpital ?,Cela ne fait pas partie des motifs de déplacement, sauf si cette personne est dépendante ou vulnérable et a un besoin impératif d’assistance. Il convient toutefois de faire preuve de responsabilité pour protéger les personnes vulnérables en limitant au maximum les visites et en respectant scrupuleusement les gestes barrières.,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,J’ai des problèmes pour me déplacer. Puis-je bénéficier de la même attestation que mon accompagnateur ?,Non, l’attestation dérogatoire de déplacement est nominative. Chacun doit remplir une attestation différente, en indiquant le motif et la date de sortie. Chacun doit disposer également de son titre d’identité.,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Pour les enseignants qui accueillent les enfants de soignants, leur faut-il un justificatif en plus de l'attestation ?,Les enseignants qui accueillent des enfants de soignants n’ont pas besoin de justificatif complémentaire. ,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Comment font les personnes illettrées ? ,Les personnes illettrées peuvent faire appel à un proche, un voisin ou une connaissance. Au besoin, elles peuvent se rendre dans le commissariat ou la brigade de gendarmerie la plus proche de leur domicile pour être accompagnées dans la rédaction de leur attestation de déplacement dérogatoire.,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Certaines catégories de personnes sont-elles exemptées de cette attestation ?,Non. Mais la carte professionnelle des professionnels de santé (médecins, soignants, pharmaciens), des forces de sécurité et de secours (policiers, gendarmes et pompiers), des élus, des magistrats etc. et des journalistes peut être utilisée pour se rendre sur son lieu de travail.,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Pourquoi ce n'est pas à l'employeur de remplir l'attestation pour ses salariés ? ,L’employeur doit renseigner et signer une attestation dédiée, différente de l’attestation de déplacement dérogatoire. Il s’agit d’un document papier renseigné et signé par l’employeur attestant qu’une personne exerce une profession entrant dans la catégorie des professions autorisées à se déplacer et ne pouvant exercer en télétravail. Cette attestation doit être utilisée lors des déplacements domicile travail et doit être présentée aux forces de l’ordre sur demande.,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Pour ceux qui travaillent au Chèque emploi service universel (CESU), qui doit faire l’attestation (employeurs, CESU ou employé) ?,Vous devez remplir la déclaration sur l’honneur et votre employeur doit vous faire parvenir une attestation concernant l’activité que vous exercez.,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Quel motif choisir sur l'attestation de déplacement lorsque la personne revient de l'étranger ou d'une île ?,"Si vous rentrez de l’étranger, par exemple suite à un rapatriement, il vous faut cocher le motif : ""déplacement pour motif familiaux impérieux"".",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Est ce qu'il y a une notion de distance pour les trajets ?,Non il n'y a pas de notion de distance pour porter assistance à une personne vulnérable. Il convient toutefois de faire preuve de responsabilité et de n'effectuer que les déplacements impératifs. Sur place, il faut protéger les personnes vulnérables en respectant scrupuleusement les gestes barrières et les distances entre les personnes.,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Quand pourra-t-on voir les effets du confinement ?,"Les premiers effets du confinement, sur le nombre de nouveaux cas, seront visibles une fois la période d’incubation maximale du virus passée, à partir de 14 jours au minimum.
Il faudra ensuite quelques jours supplémentaires pour voir son effet sur les hospitalisations, car une fois l’incubation terminée, les sujets atteints peuvent ne développer des formes graves qu’au bout de quelques jours.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Règlementation du confinement,Quel élément pourra déclencher la fin du confinement ?,Nous pourrons sortir du confinement une fois que la circulation du virus ne sera plus fortement active sur le territoire et que la situation pourra être contrôlée par des mesures plus ciblées. Une stratégie de test adaptée sera mise en œuvre pour cette phase post-épidémique.,,,,,,,,,,,,,,,,,,,,
